team,player,position,status,injury,source
IND,Ben Sheppard,G,Out,"Dec 5: Head coach Rick Carlisle said Friday that they hope Sheppard's (calf) injury isn't long-term, but he remains without a timetable for return, Dustin Dopirak of The Indianapolis Star reports.",ESPN
IND,Kam Jones,G,Out,Nov 30: Jones (lower back) has been ruled out for Monday's game against the Cavaliers.,ESPN
IND,Quenton Jackson,G,Out,Nov 30: Jackson (hamstring) will remain on the inactive list for Monday's game against the Cavs.,ESPN
IND,Aaron Nesmith,G,Out,"Nov 15: Nesmith (knee) is expected to be out for around four weeks, Dustin Dopirak of The Indianapolis Star reports.",ESPN
IND,Obi Toppin,F,Out,"Oct 31: Toppin will undergo surgery to place a screw in his right foot Monday, Dustin Dopirak of The Indianapolis Star reports.",ESPN
IND,Tyrese Haliburton,G,Out,"Jul 7: Haliburton will miss the entire 2025-26 season while recovering from surgery on his right Achilles tendon, Shams Charania of ESPN reports.",ESPN
LAC,Jordan Miller,G,Out,Dec 5: Miller (back) has been ruled out for Friday's game against the Grizzlies.,ESPN
LAC,Bogdan Bogdanovic,G,Out,"Dec 4: Bogdanovic (hip) is out for Friday's game against Memphis, NBA writer Justin Russoreports.",ESPN
LAC,Derrick Jones Jr.,F,Out,"Nov 17: Jones sustained a sprained MCL in his right knee and will be re-evaluated in six weeks, Shams Charania of ESPN reports.",ESPN
LAC,Bradley Beal,G,Out,"Nov 12: Beal will undergo season-ending surgery on his left hip, ESPN's Shams Charania reports.",ESPN
LAL,Luka Doncic,G,Out,"Dec 5: Head coach JJ Redick said Friday that Doncic (personal), who has already been ruled out for Friday's game against the Celtics, could return as soon as Sunday's matchup against the 76ers, Dave McMenamin of ESPN.com reports.",ESPN
LAL,LeBron James,F,Out,"Dec 5: James (sciatica/foot) has been ruled out for Friday's game against the Celtics, Dan Woike of The Athletic reports.",ESPN
LAL,Marcus Smart,G,Out,"Dec 5: Smart (back) won't play in Friday's game against the Celtics, Daniel Starkand of LakersNation.com reports.",ESPN
MEM,Ja Morant,G,Out,Dec 4: Morant (calf) won't play in Friday's game against the Clippers.,ESPN
MEM,Ty Jerome,G,Out,Nov 22: Jerome (calf) will be held out of games for at least 6-to-9 weeks.,ESPN
MEM,Javon Small,G,Out,"Nov 15: Small (toe) will be re-evaluated in three weeks, the Grizzlies announced Saturday.",ESPN
MEM,Brandon Clarke,F,Out,"Nov 11: The Grizzlies announced Tuesday that Clarke (knee) is progressing well, but he will be sidelined for another six-to-nine weeks.",ESPN
MEM,Scotty Pippen Jr.,G,Out,"Oct 18: Pippen will undergo a procedure for a left big toe injury and will be re-evaluated in 12 weeks, ESPN's Shams Charania reported Saturday.",ESPN
MIA,Tyler Herro,G,Out,"Dec 5: Herro (toe) won't play in Friday's game against the Magic, Ira Winderman of the South Florida Sun Sentinel reports.",ESPN
MIA,Terry Rozier,G,Out,"Oct 23: The NBA placed Rozier on immediate leave from the Heat on Thursday, ESPN's Shams Charania reports.",ESPN
MIL,AJ Green,G,Day-To-Day,Dec 5: Green (shoulder) won't return to Friday's game against the 76ers.,ESPN
MIL,Giannis Antetokounmpo,F,Out,Dec 5: Bucks head coach Doc Rivers said he won't rush Antetokounmpo back to the court and expects him to need closer to four weeks to recover from the calf injury.,ESPN
MIL,Taurean Prince,F,Out,Nov 13: Prince underwent surgery Thursday to repair the herniated disc in his neck and will remain out indefinitely.,ESPN
NOP,Herbert Jones,F,Out,Dec 5: Jones has been ruled out for Saturday's game against the Nets.,ESPN
NOP,Yves Missi,C,Day-To-Day,Dec 5: Missi (foot/ankle) is listed as questionable for Saturday's game against the Nets.,ESPN
NOP,Jordan Poole,G,Out,Dec 5: Poole (quad) won't play Saturday versus Brooklyn.,ESPN
NOP,Zion Williamson,F,Out,"Dec 2: Williamson (adductor) will be re-evaluated in three weeks, Shams Charania of ESPN reports.",ESPN
NOP,Dejounte Murray,G,Out,"Sep 25: ESPN's Shams Charania reported Wednesday that Murray (Achilles) could return right after New Years, according to Pelicans Film Room.",ESPN
NYK,Kevin McCullar Jr.,G,Day-To-Day,Nov 27: McCullar (nose) signed a two-way contract with the Knicks on Tuesday.,ESPN
NYK,Landry Shamet,G,Out,"Nov 26: Shamet (shoulder) will be re-evaluated in four weeks, Shams Charania of ESPN reports.",ESPN
OKC,Isaiah Joe,G,Out,Dec 5: Joe (knee) has been ruled out for Friday's game against Dallas.,ESPN
OKC,Luguentz Dort,G,Out,"Dec 4: Dort (thigh) won't play Friday versus the Mavericks, Clemente Almanza of USA Today reports.",ESPN
OKC,Alex Caruso,G,Out,"Dec 4: Caruso (quad) will remain on the inactive list for Friday's game versus Dallas, Clemente Almanza of USA Today reports.",ESPN
OKC,Isaiah Hartenstein,C,Out,"Nov 29: Hartenstein sustained a right soleus strain and will be re-evaluated in 10-to-14 days, Michael Scotto of USA Today reports.",ESPN
OKC,Nikola Topic,G,Out,"Oct 30: Topic has been diagnosed with testicular cancer, Thunder general manager Sam Presti announced Thursday, Justin Martinez of The Oklahoman reports.",ESPN
OKC,Thomas Sorber,C,Out,"Sep 5: The Thunder announced Friday that Sorber has sustained a torn ACL in his right knee during an offseason workout, NBA reporter Marc Stein reports.",ESPN
ORL,Moritz Wagner,F,Out,Dec 2: Wagner (knee) is out for Wednesday's game against the Spurs.,ESPN
ORL,Colin Castleton,C,Out,"Nov 24: The Magic plan to sign Castleton to a two-way deal, Michael Scotto of USA Today reports.",ESPN
PHI,Joel Embiid,C,Out,"Dec 5: Embiid (left knee injury management) won't play in Friday's game against the Bucks, Adam Aaronson of PhillyVoice.com reports.",ESPN
PHI,Kelly Oubre Jr.,G,Out,Dec 3: Oubre (knee) is out for Thursday's game against the Warriors.,ESPN
PHI,Trendon Watford,F,Out,"Nov 26: Watford (adductor) will be re-evaluated in two weeks, Noah Levick of NBC Sports Philadelphia reports.",ESPN
PHX,Devin Booker,G,Out,"Dec 5: Head coach Jordan Ott said that Booker (groin) could play in Wednesday's game against Oklahoma City, Duane Rankin of The Arizona Republic reports.",ESPN
PHX,Isaiah Livers,F,Out,"Dec 5: Livers (hip) has been ruled out for Friday's game against the Rockets, Amanda Pflugrad of 3TV Phoenix reports.",ESPN
PHX,Jalen Green,G,Out,"Nov 11: Green (hamstring) will be re-evaluated in four-to-six weeks, Shams Charania of ESPN reports.",ESPN
POR,Donovan Clingan,C,Out,Dec 5: Clingan (leg) has been ruled out for Friday's game in Detroit.,ESPN
POR,Jrue Holiday,G,Out,Dec 4: Holiday (calf) is out for Friday's game against the Pistons.,ESPN
POR,Matisse Thybulle,G,Out,Dec 1: Thybulle (thumb) has been ruled out for Tuesday's game against the Raptors.,ESPN
POR,Scoot Henderson,G,Out,Nov 21: Henderson (hamstring) will be re-evaluated in 2-4 weeks.,ESPN
POR,Blake Wesley,G,Out,"Nov 5: Wesley underwent a successful procedure to repair a fracture of the fifth metatarsal base in his right foot Wednesday, and he's expected to be sidelined for 8-12 weeks, Brett Siegel of ClutchPoints.com reports.",ESPN
POR,Damian Lillard,G,Out,"Sep 25: Lillard won't be back on the court for the 2025-26 season, as he made clear during an interview with YouTube influencer Speed on Wednesday.",ESPN
SAC,Dennis Schroder,G,Out,Dec 5: Schroder (hip) has been ruled out for Saturday's game against the Heat.,ESPN
SAC,Domantas Sabonis,F,Out,"Nov 20: Sabonis has been diagnosed with a partially torn meniscus in his left knee and is expected to be evaluated in 3-to-4 weeks, Shams Charania of ESPN reports.",ESPN
SAS,Luke Kornet,C,Out,"Dec 5: Kornet (ankle) has been ruled out for Friday's game against the Cavaliers, Jeff McDonald of the San Antonio Express-News reports.",ESPN
SAS,Stephon Castle,G,Out,"Dec 4: Castle (hip) has been ruled out for Friday's game against the Cavaliers, Paul Garcia of ProjectSpurs.com reports.",ESPN
SAS,Victor Wembanyama,F,Out,"Dec 1: Wembanyama (calf) remains without an official timetable to return, and according to Jeff McDonald of the San Antonio Express-News, it's unlikely that Wembanyama will play during the NBA Cup.",ESPN
SAS,Jordan McLaughlin,G,Out,"Dec 1: McLaughlin (hamstring) has been ruled out for Tuesday's game against the Grizzlies, Paul Garcia of ProjectSpurs.com reports.",ESPN
TOR,Jamison Battle,F,Day-To-Day,"Dec 5: Battle has been ruled out for the remainder of Friday's game against Charlotte due to a left ankle sprain, Josh Lewenberg of TSN.ca reports.",ESPN
TOR,Ochai Agbaji,G,Out,"Dec 5: Agbaji (personal) won't play in Friday's game against the Hornets, Josh Lewenberg of TSN.ca reports.",ESPN
TOR,RJ Barrett,F,Out,"Dec 5: Barrett (knee) has been ruled out for Friday's game against the Hornets, Josh Lewenberg of TSN.ca reports.",ESPN
UTA,Georges Niang,F,Out,"Nov 22: Niang will have his left foot injury re-evaluated by Jazz medical staff in 10-to-14 days, Ben Anderson of KSL News Salt Lake City reports.",ESPN
UTA,Walker Kessler,C,Out,"Nov 5: Kessler will undergo left shoulder surgery and will miss the remainder of the 2025-26 season, Tony Jones of The Athletic reports.",ESPN
WAS,Sharife Cooper,G,Out,Dec 5: Cooper (calf) won't play in Saturday's game against Atlanta.,ESPN
WAS,Tristan Vukcevic,F,Day-To-Day,Dec 5: Vukcevic is questionable for Saturday's game against the Hawks due to a right knee contusion.,ESPN
WAS,Cam Whitmore,F,Day-To-Day,Dec 5: Whitmore is listed as questionable for Saturday's game against Atlanta due to illness.,ESPN
WAS,Alex Sarr,C,Out,Dec 5: Sarr (thigh) will remain on the inactive list for Saturday's game versus the Hawks.,ESPN
WAS,Bilal Coulibaly,G,Out,"Dec 3: Coulibaly (oblique) is likely to be sidelined for multiple weeks, Josh Robbins of The Athletic reports.",ESPN
WAS,Corey Kispert,F,Out,"Nov 27: Kispert suffered a fractured right thumb Tuesday and is expected to miss a few weeks of action, Josh Robbins of The Athletic reports.",ESPN
WAS,Tre Johnson,G,Out,"Nov 24: Johnson has a strained left hip flexor and doesn't have a timetable to return, Josh Robbins of The Athletic reports.",ESPN
