team,player,position,status,injury,source
Unknown,A. NesmithAaron Nesmith,SF,"Sat, Nov 15",Knee,CBS
Unknown,O. ToppinObi Toppin,PF,"Fri, Oct 31",Foot,CBS
Unknown,T. HaliburtonTyrese Haliburton,PG,"Tue, Oct 28",Achilles,CBS
Unknown,B. BogdanovicBogdan Bogdanovic,SG,"Tue, Dec 2",Hip,CBS
Unknown,J. MillerJordan Miller,SG,"Mon, Dec 1",Back,CBS
Unknown,D. Jones Jr.Derrick Jones Jr.,SF,"Mon, Nov 17",Knee,CBS
Unknown,B. BealBradley Beal,SG,"Wed, Nov 12",Hip,CBS
Unknown,M. SmartMarcus Smart,PG,"Tue, Dec 2",Back,CBS
Unknown,J. MorantJa Morant,PG,"Mon, Dec 1",Calf,CBS
Unknown,T. JeromeTy Jerome,SG,"Sat, Nov 22",Calf,CBS
Unknown,J. SmallJavon Small,PG,"Sat, Nov 15",Toe,CBS
Unknown,B. ClarkeBrandon Clarke,C,"Tue, Nov 11",Knee,CBS
Unknown,S. Pippen Jr.Scotty Pippen Jr.,PG,"Sat, Oct 18",Toe,CBS
Unknown,K. JohnsonKeshad Johnson,SF,"Tue, Dec 2",Illness,CBS
Unknown,N. PowellNorman Powell,SG,"Tue, Dec 2",Ankle,CBS
Unknown,P. LarssonPelle Larsson,SG,"Mon, Dec 1",Foot,CBS
Unknown,T. RozierTerry Rozier,SG,"Sat, Nov 22",Not Injury Related,CBS
Unknown,G. AntetokounmpoGiannis Antetokounmpo,PF,"Tue, Dec 2",Groin,CBS
Unknown,G. HarrisGary Harris,SG,"Tue, Dec 2",Achilles,CBS
Unknown,K. PorterKevin Porter,PG,"Mon, Dec 1",Back,CBS
Unknown,T. PrinceTaurean Prince,SG,"Thu, Nov 13",Neck,CBS
Unknown,Z. WilliamsonZion Williamson,PF,"Tue, Dec 2",Groin,CBS
Unknown,Y. MissiYves Missi,C,"Tue, Dec 2",Foot,CBS
Unknown,K. MatkovicKarlo Matkovic,PF,"Mon, Dec 1",Calf,CBS
Unknown,J. PooleJordan Poole,SG,"Mon, Dec 1",Quadriceps,CBS
Unknown,H. JonesHerbert Jones,SG,"Mon, Dec 1",Calf,CBS
Unknown,D. MurrayDejounte Murray,PG,"Thu, Oct 2",Achilles,CBS
Unknown,K. McCullar Jr.Kevin McCullar Jr.,SG,"Tue, Dec 2",Groin,CBS
Unknown,O. AnunobyOG Anunoby,SF,"Sun, Nov 30",Hamstring,CBS
Unknown,L. ShametLandry Shamet,SG,"Wed, Nov 26",Shoulder,CBS
Unknown,L. DortLuguentz Dort,SF,"Mon, Dec 1",Thigh,CBS
Unknown,A. CarusoAlex Caruso,PG,"Mon, Dec 1",Quadriceps,CBS
Unknown,I. HartensteinIsaiah Hartenstein,C,"Sat, Nov 29",Calf,CBS
Unknown,N. TopicNikola Topic,PG,"Thu, Oct 30",Groin,CBS
Unknown,T. SorberThomas Sorber,PF,"Tue, Oct 28",Knee,CBS
Unknown,M. WagnerMoe Wagner,C,"Tue, Dec 2",Knee,CBS
Unknown,P. BancheroPaolo Banchero,PF,"Tue, Dec 2",Groin,CBS
Unknown,C. CastletonColin Castleton,C,"Sun, Nov 30",Hand,CBS
Unknown,Q. GrimesQuentin Grimes,SG,"Tue, Dec 2",Calf,CBS
Unknown,J. EmbiidJoel Embiid,C,"Mon, Dec 1",Knee,CBS
Unknown,T. WatfordTrendon Watford,PF,"Wed, Nov 26",Thigh,CBS
Unknown,K. Oubre Jr.Kelly Oubre Jr.,SG,"Wed, Nov 19",Knee,CBS
Unknown,I. LiversIsaiah Livers,SF,"Tue, Dec 2",Hip,CBS
Unknown,G. AllenGrayson Allen,SG,"Tue, Dec 2",Illness,CBS
Unknown,D. BookerDevin Booker,SG,"Mon, Dec 1",Groin,CBS
Unknown,J. GreenJalen Green,SG,"Tue, Nov 11",Hamstring,CBS
Unknown,M. ThybulleMatisse Thybulle,SF,"Mon, Dec 1",Thumb,CBS
Unknown,S. HendersonScoot Henderson,PG,"Fri, Nov 21",Hamstring,CBS
Unknown,J. HolidayJrue Holiday,PG,"Fri, Nov 21",Calf,CBS
Unknown,B. WesleyBlake Wesley,SG,"Wed, Nov 5",Foot,CBS
Unknown,D. LillardDamian Lillard,PG,"Tue, Oct 28",Achilles,CBS
Unknown,D. SchroderDennis Schroder,PG,"Mon, Dec 1",Hip,CBS
Unknown,M. MonkMalik Monk,SG,"Mon, Dec 1",Shoulder,CBS
Unknown,D. SabonisDomantas Sabonis,C,"Thu, Nov 20",Knee,CBS
Unknown,S. CastleStephon Castle,PG,"Tue, Dec 2",Hip,CBS
Unknown,H. IngramHarrison Ingram,SF,"Tue, Dec 2",Undisclosed,CBS
Unknown,V. WembanyamaVictor Wembanyama,C,"Mon, Dec 1",Calf,CBS
Unknown,J. McLaughlinJordan McLaughlin,PG,"Mon, Dec 1",Hamstring,CBS
Unknown,A. LawsonAJ Lawson,SG,"Tue, Dec 2",Undisclosed,CBS
Unknown,B. IngramBrandon Ingram,SF,"Tue, Dec 2",Ankle,CBS
Unknown,R. BarrettRJ Barrett,SF,"Wed, Nov 26",Knee,CBS
Unknown,O. TshiebweOscar Tshiebwe,PF,"Sun, Nov 30",Illness,CBS
Unknown,G. NiangGeorges Niang,PF,"Sat, Nov 22",Foot,CBS
Unknown,W. KesslerWalker Kessler,C,"Wed, Nov 5",Shoulder,CBS
Unknown,S. CooperSharife Cooper,PG,"Tue, Dec 2",Calf,CBS
Unknown,K. MiddletonKhris Middleton,SF,"Tue, Dec 2",Knee,CBS
Unknown,A. SarrAlex Sarr,C,"Mon, Dec 1",Thigh,CBS
Unknown,C. KispertCorey Kispert,SG,"Thu, Nov 27",Thumb,CBS
Unknown,T. JohnsonTre Johnson,SG,"Mon, Nov 24",Hip,CBS
